0,6,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,3,3,2,1,3,1,0,0,0,0
0,51,52,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,2,2,2,3,2,45,45,0,0,0,0,0,0
0,96,97,98,99,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,2,2,2,3,2,2,45,0,0,0,0,0,0,0
0,141,142,143,144,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,2,2,2,2,1,1,1,3,3,3,45,45,0,0,0,0,0,0,0,0
139,140,0,0,0,109,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,1,45,45,1,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
184,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,2,2,2,2,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,1,2,2,2,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,45,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,67,68
0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,2,3,3,2,2,2,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,112,113
0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,2,3,45,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,157,158
0,0,0,0,0,4,5,0,0,0,0,0,0,0,45,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,12,0,49,50,0,0,0,0,0,0,0,45,2,2,2,45,3,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,55,56,13,12,94,95,0,0,0,0,0,0,0,45,45,45,45,2,2,2,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,56,56,14,139,140,0,0,0,0,0,0,0,0,0,0,0,45,45,45,2,2,2,2,3,2,1,2,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,55,56,14,184,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,2,2,2,2,2,2,2,1,3,0,0,0,0,0,45,0,0,0,0,0,0
55,56,56,56,13,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,2,2,45,45,45,45,2,2,2,2,2,1,1,1,1,0,0,0,0,0
56,56,55,56,55,56,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,45,45,2,2,3,2,2,2,0,0,0,0
56,55,56,55,56,16,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,3,45,2,0,0,0,0
56,55,56,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,2,2,0,0,0,0
16,16,16,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,3,2,1,45,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,2,45,45,45,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,2,45,2,2,45,2,2,2,1,45,45,45,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,45,45,45,2,2,2,45,2,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,1,2,2,2,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,2,2,2,2,2,2,45,45,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,45,45,45,1,2,2,2,2,2,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,45,45,2,2,2,2,3,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,45,2,2,2,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45,2,1,45,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0
0,0,0,0,0,0,45,2,2,2,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,0,0
0,0,0,0,0,45,45,2,45,1,2,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,110,4,5
0,0,0,0,0,0,0,2,2,2,2,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50
0,0,0,0,0,0,0,45,45,45,45,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,95
0,0,0,0,0,0,0,0,0,0,45,2,2,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,140
0,0,0,0,0,0,0,0,0,0,45,45,2,2,2,2,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,2,2,2,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,45,2,2,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,2,2,2,2,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,2,0,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,66,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,111,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,156,157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,139,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,3,1,1,45,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,184,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,3,2,2,45,0,0,0,0,0,0,0,0,0,0,0
